name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,actual_price
Kia Seltos,2008,1080852,69795,Petrol,Individual,Automatic,Fourth & Above Owner,21.4,1847,192.68,161.71,5,1304389.306086853
Kia Seltos,2005,644406,153096,Diesel,Individual,Manual,Second Owner,11.87,1613,57.33,318.93,7,748162.1668522245
Kia Seltos,2017,156838,35045,Diesel,Individual,Automatic,Third Owner,32.35,1966,127.84,289.95,6,218721.73165767395
Hyundai Creta,2016,1033379,122412,LPG,Dealer,Manual,Third Owner,26.31,1055,107.81,224.77,4,1354466.9629649082
Maruti Swift,2008,50000,155464,Diesel,Dealer,Automatic,Second Owner,33.75,2571,169.35,104.4,5,71975.75119752857
Maruti Swift,2005,1074699,38388,Diesel,Individual,Manual,Fourth & Above Owner,11.69,2794,129.66,215.82,7,1329478.9155206576
Skoda Rapid,2008,957428,75285,Petrol,Trustmark Dealer,Automatic,Third Owner,10.48,2944,145.27,324.38,4,1315755.6632659652
Hyundai i20,2022,972519,49345,Petrol,Dealer,Automatic,Third Owner,34.23,1802,189.51,240.68,5,1413526.1895808538
Tata Nexon,2019,60969,74237,Petrol,Individual,Automatic,Second Owner,30.98,864,68.11,131.58,5,76389.4921469447
Hyundai i20,2019,586870,189453,CNG,Trustmark Dealer,Automatic,Second Owner,11.01,1609,66.37,115.64,6,814302.8246198548
Hyundai Creta,2011,651941,105061,Diesel,Trustmark Dealer,Manual,Third Owner,30.4,2255,176.38,338.5,7,802742.2741699793
Toyota Innova,2020,1006289,175729,Electric,Trustmark Dealer,Manual,First Owner,26.96,1280,90.75,272.42,5,1252180.395822458
Hyundai Creta,2008,88921,43592,CNG,Dealer,Automatic,Third Owner,14.93,2251,61.03,266.52,7,116908.75888458035
Skoda Rapid,2012,281813,84441,Petrol,Dealer,Manual,First Owner,31.69,2728,52.84,92.77,5,385359.6810340142
Maruti Swift,2007,147764,65881,LPG,Individual,Manual,Fourth & Above Owner,13.22,1794,181.42,232.43,7,220495.1071053316
Toyota Innova,2023,334189,148874,Petrol,Dealer,Manual,Second Owner,30.35,2081,179.43,148.91,7,387207.7810988587
Volkswagen Polo,2018,632335,63951,CNG,Individual,Automatic,Second Owner,22.42,2457,93.63,138.08,6,898747.5567264647
Maruti Baleno,2007,541114,174684,Electric,Individual,Automatic,Third Owner,17.89,1615,171.98,108.79,6,704692.7040045887
Mahindra XUV500,2021,609509,173219,Petrol,Individual,Automatic,Third Owner,20.37,1973,170.07,265.92,6,864371.3740107021
Maruti Swift,2017,119482,191049,CNG,Dealer,Automatic,Second Owner,11.68,1343,131.16,132.36,6,131597.42324207223
Maruti Baleno,2023,859861,53957,LPG,Dealer,Automatic,Second Owner,33.49,2510,193.44,252.9,5,1058788.5204874068
Maruti Baleno,2012,511359,40433,Diesel,Individual,Automatic,Fourth & Above Owner,17.63,840,101.65,285.46,4,595326.3613525477
Hyundai i20,2008,50000,182004,Electric,Trustmark Dealer,Automatic,First Owner,30.62,939,83.14,247.33,4,71663.15158764677
Tata Nexon,2015,142213,18859,Petrol,Individual,Automatic,Third Owner,33.47,1121,195.81,105.6,7,207492.07660840533
Maruti Swift,2007,366177,196368,Electric,Trustmark Dealer,Automatic,First Owner,14.15,2605,56.15,296.16,4,497999.1389709685
Skoda Rapid,2006,292402,38605,LPG,Individual,Automatic,Second Owner,25.63,2659,93.37,191.12,5,366942.3512911087
Renault Duster,2021,721717,36476,Petrol,Dealer,Automatic,Third Owner,20.51,2096,114.07,262.2,4,967917.1038228524
Maruti Swift,2007,295367,101914,Electric,Dealer,Manual,Third Owner,14.28,1290,122.31,273.43,6,342435.76824973174
Skoda Rapid,2018,557096,93343,Diesel,Dealer,Manual,Second Owner,18.56,2036,94.49,264.13,4,747373.2608330604
Tata Nexon,2023,791449,126656,Diesel,Dealer,Manual,Fourth & Above Owner,22.25,1573,67.09,101.41,6,990112.0679986976
Hyundai Creta,2017,1274638,181875,Diesel,Dealer,Manual,First Owner,25.47,1235,199.54,300.57,4,1540119.0105694323
Hyundai i20,2011,978956,29578,LPG,Individual,Manual,Fourth & Above Owner,28.52,1845,137.9,319.8,7,1139184.9745919527
Maruti Swift,2005,50000,73759,Electric,Trustmark Dealer,Manual,Second Owner,25.5,2663,104.47,263.69,7,71599.05794201227
Maruti Swift,2020,1281092,80155,Petrol,Individual,Manual,First Owner,33.83,1823,179.52,328.5,5,1640606.8235985998
Toyota Innova,2016,842673,188903,CNG,Individual,Automatic,Fourth & Above Owner,28.78,2025,199.95,268.79,4,1235964.3215091098
Mahindra XUV500,2007,445962,59881,CNG,Trustmark Dealer,Manual,First Owner,16.06,961,95.9,224.1,5,524098.5688939043
Tata Nexon,2017,280107,124187,LPG,Dealer,Automatic,Second Owner,31.15,1532,97.88,209.83,7,389657.23249544593
Maruti Baleno,2023,479773,6527,CNG,Individual,Manual,First Owner,32.85,1895,56.26,183.33,7,676408.3822110703
Skoda Rapid,2008,1172205,96031,Petrol,Trustmark Dealer,Manual,Third Owner,31.36,834,90.95,251.34,6,1428328.5044973202
Kia Seltos,2018,1350490,134562,Electric,Dealer,Automatic,Fourth & Above Owner,10.3,880,177.17,239.76,4,1777747.2637027411
Kia Seltos,2011,50000,34956,LPG,Individual,Automatic,Third Owner,13.67,1780,131.72,314.19,4,70485.00132608207
Renault Duster,2009,136473,18363,Diesel,Dealer,Automatic,Third Owner,14.1,2134,170.36,309.82,7,160486.75414667156
Hyundai Creta,2022,112494,171496,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,14.41,1471,179.76,283.78,4,159097.5825883692
Maruti Baleno,2019,860443,93159,Petrol,Dealer,Automatic,Fourth & Above Owner,33.2,1056,88.78,225.6,4,1232433.8753406769
Renault Duster,2012,752291,26083,CNG,Dealer,Automatic,First Owner,15.57,877,105.31,170.06,6,1007655.4141688446
Maruti Baleno,2022,1024820,136023,LPG,Trustmark Dealer,Automatic,First Owner,18.67,1959,160.99,231.68,7,1263812.4419422962
Mahindra XUV500,2021,196915,61701,CNG,Trustmark Dealer,Automatic,Second Owner,10.52,2008,71.88,100.34,6,282276.5290360476
Ford Ecosport,2016,302751,164890,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,16.49,1550,178.58,223.21,5,434371.5151517613
Mahindra XUV500,2011,933230,97396,LPG,Individual,Manual,First Owner,21.61,2549,195.11,195.6,6,1087539.9192764792
Maruti Baleno,2019,560532,139208,LPG,Individual,Manual,Second Owner,33.58,2826,72.29,120.86,6,659635.4380917273
Hyundai i20,2022,1170479,134909,Petrol,Dealer,Manual,Third Owner,15.65,2552,88.95,230.33,6,1685456.910893018
Maruti Baleno,2005,166506,52287,Diesel,Individual,Manual,Fourth & Above Owner,31.62,1282,72.36,225.16,5,184102.91616787523
Tata Nexon,2005,384637,118211,Electric,Individual,Automatic,Third Owner,15.11,1491,191.31,273.27,7,500842.463105904
Kia Seltos,2011,144587,122940,Petrol,Individual,Manual,Fourth & Above Owner,24.22,2186,159.89,280.55,6,204223.0769926769
Kia Seltos,2014,742183,105857,LPG,Trustmark Dealer,Manual,Second Owner,18.81,892,163.13,319.54,7,872894.2320364685
Honda City,2008,50000,169351,CNG,Individual,Manual,Fourth & Above Owner,29.62,2317,105.88,341.45,7,64830.303613120224
Ford Ecosport,2005,340603,192683,Diesel,Individual,Automatic,Fourth & Above Owner,13.68,1843,113.59,186.55,7,456179.1227003374
Skoda Rapid,2015,1135824,88430,CNG,Trustmark Dealer,Automatic,Third Owner,31.73,1367,182.74,232.37,5,1363236.0111751782
Hyundai Creta,2020,865853,168230,CNG,Trustmark Dealer,Automatic,First Owner,20.3,974,92.29,240.63,5,1197230.6546320396
Toyota Innova,2019,735729,84645,CNG,Dealer,Automatic,Third Owner,23.74,1552,185.93,92.99,6,1088559.865120943
Maruti Baleno,2011,853818,7094,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,15.83,1524,196.33,304.01,4,1092892.766589515
Ford Ecosport,2019,1177175,117695,Diesel,Individual,Automatic,Fourth & Above Owner,21.02,1118,118.25,115.31,5,1584969.0877694327
Hyundai Creta,2017,782723,32224,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,15.48,2193,97.28,98.1,7,1040622.652551957
Volkswagen Polo,2009,262039,31946,Diesel,Individual,Manual,First Owner,21.13,1847,65.35,203.99,4,357908.31690304825
Skoda Rapid,2010,1010150,22433,Petrol,Individual,Manual,Third Owner,22.05,835,127.22,117.12,5,1503576.6718845058
Skoda Rapid,2016,1136551,51340,Diesel,Trustmark Dealer,Automatic,Third Owner,34.87,2734,96.23,145.85,6,1599863.7538293072
Honda City,2007,279120,183501,Diesel,Dealer,Automatic,Fourth & Above Owner,31.86,1581,162.46,275.35,4,319887.75855600915
Honda City,2014,758208,30364,CNG,Trustmark Dealer,Automatic,Fourth & Above Owner,20.11,2296,181.0,100.21,4,1131987.9096828983
Hyundai Creta,2007,50000,73070,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,22.65,1483,105.13,260.67,4,58790.22724438319
Toyota Innova,2019,324206,173381,CNG,Individual,Automatic,Third Owner,12.28,2372,92.5,168.02,5,477299.7771586652
Honda City,2020,327092,175650,LPG,Individual,Automatic,Fourth & Above Owner,25.28,2890,61.82,163.66,7,469178.8166233738
Renault Duster,2013,382162,65242,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,14.64,1826,148.23,164.55,4,472376.30688423855
Ford Ecosport,2019,530870,148591,LPG,Trustmark Dealer,Automatic,First Owner,11.88,1097,104.88,306.09,4,606996.7725928088
Maruti Baleno,2016,394601,9091,Petrol,Individual,Automatic,Fourth & Above Owner,30.47,1905,109.93,251.04,4,526394.681590294
Mahindra XUV500,2015,155677,35707,LPG,Dealer,Manual,Second Owner,16.82,2028,122.32,319.36,6,192339.692915934
Mahindra XUV500,2018,204872,81118,Petrol,Dealer,Automatic,Fourth & Above Owner,16.81,2673,83.14,98.0,4,292493.2654526638
Renault Duster,2009,361923,174869,CNG,Individual,Manual,Fourth & Above Owner,33.67,2133,198.92,216.35,5,438850.1397530236
Skoda Rapid,2016,307799,192862,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,12.51,1080,190.66,207.78,6,439244.0896039804
Tata Nexon,2010,117080,122755,CNG,Individual,Manual,Fourth & Above Owner,34.17,1800,93.55,284.48,5,143741.8122636774
Renault Duster,2021,474326,5582,LPG,Dealer,Automatic,Second Owner,13.49,2171,151.03,308.96,6,539799.3857263869
Mahindra XUV500,2008,565109,158947,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,28.41,1774,65.29,259.88,7,677460.3802336549
Mahindra XUV500,2018,466312,48655,CNG,Dealer,Automatic,Third Owner,12.46,2575,122.24,223.4,6,611624.9523221067
Maruti Baleno,2014,50000,45314,CNG,Dealer,Automatic,Second Owner,10.15,1729,74.67,120.83,7,63415.8307817165
Tata Nexon,2014,818627,67285,Electric,Individual,Manual,First Owner,31.87,2313,160.85,279.25,5,1132956.7685406848
Toyota Innova,2007,228234,76746,Electric,Individual,Manual,Third Owner,34.32,1467,126.17,169.36,4,330128.98166709987
Ford Ecosport,2016,894433,42885,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,15.19,2483,120.47,197.18,5,1059382.3531946316
Skoda Rapid,2022,1055125,177158,Diesel,Trustmark Dealer,Manual,Second Owner,33.32,2078,195.26,101.46,6,1516292.4627043928
Maruti Baleno,2016,69149,72823,Electric,Individual,Automatic,Second Owner,33.38,1050,93.41,189.59,4,82701.20400582223
Skoda Rapid,2023,687296,84945,Electric,Dealer,Manual,Fourth & Above Owner,21.01,2946,84.66,258.85,4,1001889.8865565176
Hyundai i20,2019,1346482,175501,Petrol,Individual,Manual,Second Owner,14.52,1138,148.21,191.9,6,1623492.3717758686
Maruti Baleno,2016,140767,134508,Petrol,Dealer,Manual,Second Owner,23.94,2958,66.46,336.93,6,163497.78220340813
Hyundai i20,2017,1020349,70420,LPG,Dealer,Manual,Third Owner,11.36,1018,116.46,206.5,5,1392094.2529804944
Skoda Rapid,2009,580031,136299,LPG,Individual,Manual,First Owner,20.05,2342,106.98,188.29,7,735675.4078594643
Tata Nexon,2020,1354107,132718,Electric,Dealer,Automatic,First Owner,28.9,2850,74.24,316.58,7,1610440.1469211795
Tata Nexon,2016,358216,181922,LPG,Dealer,Automatic,Second Owner,17.06,1978,126.44,303.48,5,521818.1666391779
Hyundai i20,2010,50000,181838,Petrol,Trustmark Dealer,Manual,First Owner,11.95,2738,165.58,137.23,5,73529.0206967409
Maruti Baleno,2006,50000,69422,Diesel,Individual,Manual,Third Owner,28.37,2930,75.23,129.38,4,55806.889236553085
Ford Ecosport,2011,50000,116433,CNG,Dealer,Automatic,Second Owner,12.73,2763,131.49,293.37,7,65011.28782453806
Honda City,2011,583023,92180,Diesel,Trustmark Dealer,Automatic,First Owner,25.05,2755,81.79,232.51,5,849313.086537046
Renault Duster,2019,1033744,93624,LPG,Trustmark Dealer,Manual,Third Owner,17.8,2914,169.09,170.9,6,1351628.070510338
Toyota Innova,2010,1177331,64413,Electric,Individual,Manual,First Owner,34.86,2755,199.89,229.27,4,1417234.8985131022
Tata Nexon,2015,50000,126881,Diesel,Trustmark Dealer,Manual,Third Owner,30.19,2756,89.81,345.83,6,58271.22341936615
Ford Ecosport,2013,1058524,64234,LPG,Dealer,Automatic,First Owner,22.24,2485,69.23,322.27,4,1243612.8582231768
Maruti Swift,2013,585600,14753,Petrol,Individual,Automatic,Second Owner,17.12,1804,179.44,105.62,4,865790.6730229803
Mahindra XUV500,2015,927355,149056,LPG,Dealer,Automatic,First Owner,32.63,1257,146.14,226.51,6,1384754.725270898
Skoda Rapid,2005,312435,58830,Electric,Individual,Automatic,Third Owner,27.21,986,94.31,344.15,7,357514.6793540295
Renault Duster,2014,482643,17438,CNG,Trustmark Dealer,Manual,Second Owner,16.7,2779,125.01,152.34,5,632290.5457656388
Honda City,2012,378842,84647,CNG,Trustmark Dealer,Automatic,Second Owner,33.24,1016,161.31,258.75,5,506143.854190457
Volkswagen Polo,2017,171371,164697,Petrol,Trustmark Dealer,Automatic,Third Owner,20.77,2528,165.62,323.8,4,204240.6141013676
Volkswagen Polo,2009,211707,108706,Diesel,Dealer,Automatic,Second Owner,28.79,965,182.27,332.38,7,277958.45542922243
Ford Ecosport,2018,106136,138173,Electric,Dealer,Automatic,Third Owner,32.86,1792,110.71,257.33,4,128113.96349942352
Kia Seltos,2017,683904,126874,LPG,Trustmark Dealer,Automatic,First Owner,26.03,2714,121.65,349.76,7,992461.7784997674
Volkswagen Polo,2007,255448,52012,Petrol,Dealer,Manual,Second Owner,26.52,1066,98.15,158.6,4,357318.189951199
Kia Seltos,2013,313498,164355,Electric,Individual,Automatic,Second Owner,33.83,1368,69.32,204.07,7,425593.9527521972
Toyota Innova,2015,725379,156338,Diesel,Dealer,Automatic,Third Owner,29.18,1802,128.53,269.41,5,850529.4288218854
Skoda Rapid,2021,488333,68421,Electric,Individual,Automatic,First Owner,10.34,2444,81.0,219.65,6,552031.743909281
Honda City,2012,1118335,167090,Electric,Individual,Automatic,Third Owner,18.35,1638,165.76,188.26,4,1237366.0749376027
Kia Seltos,2011,217773,195885,Diesel,Individual,Automatic,Second Owner,25.42,833,187.66,272.03,7,321473.35050071
Honda City,2013,290713,71158,CNG,Individual,Manual,First Owner,29.95,2711,94.47,293.56,7,350043.60689680313
Mahindra XUV500,2014,1049611,23574,Electric,Individual,Automatic,Fourth & Above Owner,33.81,2988,191.97,289.74,4,1425044.5948289926
Tata Nexon,2011,329416,72917,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,14.79,2524,126.34,342.48,7,484042.45101494633
Hyundai Creta,2007,1072514,195755,Diesel,Trustmark Dealer,Manual,Second Owner,10.02,1634,114.63,292.65,4,1219013.9619723402
Kia Seltos,2009,50000,75464,LPG,Trustmark Dealer,Manual,Second Owner,29.55,1481,104.22,310.14,7,56102.06083750858
Honda City,2016,1087715,111307,LPG,Individual,Manual,Third Owner,11.97,1683,71.96,174.94,4,1410850.607410783
Maruti Swift,2013,1220746,70658,Diesel,Trustmark Dealer,Manual,First Owner,23.71,2397,97.4,249.62,6,1656076.0777400818
Renault Duster,2007,801191,69511,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,17.45,1329,64.79,99.67,7,1186872.5910645952
Maruti Swift,2022,940191,108030,LPG,Individual,Automatic,Second Owner,13.06,1095,57.86,157.27,5,1173648.9399209572
Mahindra XUV500,2013,161952,150974,Petrol,Trustmark Dealer,Automatic,Second Owner,13.47,1311,80.42,244.25,6,212296.3996139585
Renault Duster,2014,985892,160554,LPG,Individual,Automatic,First Owner,29.59,2818,80.22,272.57,7,1427489.3856517782
Toyota Innova,2020,197015,92483,Electric,Trustmark Dealer,Automatic,Fourth & Above Owner,20.82,1408,89.48,209.06,7,226044.9985703223
Volkswagen Polo,2019,461674,176903,Diesel,Dealer,Automatic,First Owner,11.26,2357,69.86,206.84,4,564077.6453860399
Honda City,2015,60137,166414,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,19.93,1070,81.55,241.85,6,84173.64246791764
Volkswagen Polo,2013,194285,93246,Petrol,Individual,Automatic,First Owner,22.58,2621,183.24,144.68,4,271909.81765664055
Tata Nexon,2017,850820,156519,CNG,Dealer,Automatic,Second Owner,22.98,1629,135.83,245.89,4,1030085.4357975966
Maruti Baleno,2013,1023385,137293,Petrol,Individual,Automatic,First Owner,22.78,826,189.85,117.19,4,1307877.5893867682
Ford Ecosport,2018,909863,15975,CNG,Trustmark Dealer,Manual,Third Owner,33.89,1296,122.24,183.24,4,1324999.821081364
Ford Ecosport,2012,641764,15889,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,34.31,2422,189.56,189.64,5,837456.058214805
Volkswagen Polo,2008,948375,23509,LPG,Trustmark Dealer,Automatic,Third Owner,10.59,997,83.3,206.03,5,1098937.821212443
Kia Seltos,2014,528447,175644,Diesel,Individual,Manual,First Owner,29.97,2647,117.38,344.94,5,771015.7325303603
Mahindra XUV500,2007,492466,136471,CNG,Dealer,Manual,Second Owner,14.16,2389,197.09,145.59,7,692983.4077476348
Volkswagen Polo,2013,361356,25423,Electric,Individual,Manual,Fourth & Above Owner,10.47,1937,135.82,205.45,5,490486.8788325147
Renault Duster,2018,50000,98604,Petrol,Individual,Automatic,Fourth & Above Owner,27.83,2921,135.63,338.55,4,67225.23151807816
Tata Nexon,2009,889548,177777,CNG,Individual,Manual,Fourth & Above Owner,18.13,2653,71.99,218.58,5,1298495.2936266498
Volkswagen Polo,2021,418151,104562,LPG,Trustmark Dealer,Manual,Second Owner,12.84,2471,148.88,102.54,4,503264.9206410151
Toyota Innova,2007,88147,18225,Electric,Trustmark Dealer,Automatic,Third Owner,16.92,2863,138.88,291.09,7,111566.0885350562
Toyota Innova,2005,853141,114765,Diesel,Dealer,Automatic,Fourth & Above Owner,25.36,2090,168.63,270.99,7,1269276.7006487595
Maruti Baleno,2022,444132,117939,Diesel,Individual,Manual,Second Owner,17.05,2721,50.76,323.89,4,538118.7947482464
Hyundai i20,2010,967307,197174,Diesel,Trustmark Dealer,Manual,Second Owner,21.15,2157,143.69,195.93,7,1202328.9182686738
Toyota Innova,2015,229271,125125,CNG,Trustmark Dealer,Manual,Third Owner,17.69,1670,176.28,103.36,6,327777.0632634873
Maruti Swift,2017,914437,61595,Diesel,Individual,Manual,Fourth & Above Owner,13.76,1492,190.87,315.32,5,1083321.4152939909
Maruti Swift,2009,383792,141205,Diesel,Dealer,Automatic,First Owner,17.71,1799,68.85,282.07,6,491943.3987852757
Hyundai Creta,2021,466968,71591,Electric,Dealer,Automatic,Second Owner,20.62,1539,68.22,95.76,4,640357.0415314663
Renault Duster,2023,861243,134571,CNG,Trustmark Dealer,Manual,Second Owner,27.79,1119,62.5,223.12,4,976635.0234758032
Renault Duster,2008,1066690,113635,CNG,Individual,Manual,Fourth & Above Owner,20.27,2280,103.17,336.43,6,1545889.8630876483
Hyundai i20,2010,438179,195586,Electric,Individual,Manual,Third Owner,11.16,1613,66.92,153.27,7,494127.08570334193
Ford Ecosport,2012,572763,121348,Electric,Trustmark Dealer,Manual,Third Owner,34.37,1012,91.02,213.7,4,781670.7852752515
Ford Ecosport,2021,664862,152821,Electric,Dealer,Automatic,Third Owner,32.91,940,110.96,161.76,7,877881.0405636778
Maruti Swift,2019,370318,182219,CNG,Trustmark Dealer,Automatic,Second Owner,23.75,995,159.1,240.72,7,472138.0074680549
Tata Nexon,2018,817499,71506,Diesel,Dealer,Automatic,First Owner,25.96,2575,92.64,158.01,5,1096526.910019785
Tata Nexon,2023,541224,93333,Electric,Trustmark Dealer,Automatic,Third Owner,24.54,2591,96.85,339.64,7,665961.8078255813
Volkswagen Polo,2021,333791,117567,Electric,Dealer,Manual,Third Owner,34.45,1806,166.96,229.42,7,428470.34824225126
Volkswagen Polo,2010,572598,179814,Diesel,Trustmark Dealer,Automatic,First Owner,30.56,2284,185.79,275.98,5,839360.8343259088
Tata Nexon,2017,90695,180923,CNG,Dealer,Manual,First Owner,10.77,1283,136.22,233.44,6,109316.63211641656
Maruti Swift,2016,1002664,162832,Petrol,Trustmark Dealer,Manual,First Owner,11.24,2321,129.7,339.78,7,1496684.3622700665
Tata Nexon,2016,917716,198660,Diesel,Individual,Automatic,Fourth & Above Owner,17.71,1739,197.62,276.67,7,1119249.9976093406
Volkswagen Polo,2017,356038,34714,Diesel,Dealer,Automatic,Third Owner,22.38,2411,153.61,115.67,6,525873.7453497702
Ford Ecosport,2020,1332902,60218,Electric,Individual,Manual,Second Owner,28.89,1518,180.67,179.26,5,1567804.4389785165
Tata Nexon,2017,50000,137828,Petrol,Individual,Manual,Fourth & Above Owner,31.78,2330,188.74,160.31,4,63052.19776836885
Kia Seltos,2017,50000,89859,Electric,Individual,Manual,First Owner,30.14,2624,193.74,280.41,5,63039.3731210575
Kia Seltos,2019,1031360,118108,LPG,Dealer,Automatic,Third Owner,22.79,1354,155.39,254.17,4,1458119.0033462984
Honda City,2023,876435,77796,LPG,Dealer,Automatic,Second Owner,34.71,1155,176.38,230.92,4,1251205.288096024
Tata Nexon,2019,992599,190533,Petrol,Dealer,Manual,First Owner,30.78,1985,102.96,165.5,5,1290524.3955091676
Tata Nexon,2009,341125,112721,CNG,Individual,Automatic,Second Owner,10.62,1971,87.87,183.13,7,466095.8524740191
Maruti Swift,2022,104399,115240,Diesel,Dealer,Automatic,Third Owner,14.34,2909,111.94,283.5,5,133381.7330081624
Maruti Swift,2023,310352,173432,LPG,Trustmark Dealer,Manual,First Owner,20.57,1147,192.39,292.06,4,424947.3410045148
Kia Seltos,2007,1021439,111677,LPG,Trustmark Dealer,Manual,Second Owner,21.79,1558,136.99,297.64,7,1237012.3434822694
Mahindra XUV500,2008,50000,38142,Electric,Dealer,Automatic,Second Owner,17.26,1730,50.68,326.47,5,64700.99204441069
Hyundai i20,2009,297286,88306,Petrol,Dealer,Manual,Second Owner,18.67,2221,163.39,199.49,6,384204.2516996929
Mahindra XUV500,2021,321479,37855,CNG,Trustmark Dealer,Manual,Third Owner,18.32,1390,87.46,104.36,6,472125.1857145852
Ford Ecosport,2007,882964,126230,CNG,Trustmark Dealer,Automatic,Third Owner,33.12,1683,53.55,179.29,7,1150169.6736998595
Volkswagen Polo,2011,899123,124647,Electric,Trustmark Dealer,Manual,First Owner,14.5,2095,153.14,199.91,5,1315169.0659049505
Tata Nexon,2021,507858,163567,Diesel,Trustmark Dealer,Manual,Third Owner,19.06,1295,121.93,171.47,7,672174.9533082424
Skoda Rapid,2005,822515,157662,LPG,Individual,Manual,Fourth & Above Owner,20.86,2969,61.53,176.61,6,1089071.9625510718
Maruti Baleno,2019,50000,48319,Electric,Trustmark Dealer,Manual,Third Owner,12.68,1961,57.9,122.54,4,72899.75515222637
Skoda Rapid,2013,50000,99076,Petrol,Dealer,Automatic,First Owner,16.0,2368,174.15,321.86,6,66887.42445749861
Ford Ecosport,2013,835238,78383,CNG,Trustmark Dealer,Manual,Fourth & Above Owner,20.7,2148,189.65,208.35,4,1068415.377817676
Mahindra XUV500,2013,903567,37033,Diesel,Dealer,Manual,First Owner,19.11,2366,171.3,204.5,5,1042843.567797984
Honda City,2012,319472,81848,CNG,Individual,Manual,Second Owner,23.78,2824,190.7,230.67,7,470891.6556019607
Kia Seltos,2019,294521,5535,Petrol,Individual,Automatic,Third Owner,33.4,2937,133.5,211.45,4,380178.966508457
Volkswagen Polo,2021,1130018,186986,Electric,Dealer,Automatic,Third Owner,20.36,2821,112.32,339.81,5,1513741.1124897532
Hyundai i20,2005,364788,103766,Diesel,Trustmark Dealer,Automatic,Third Owner,23.81,2254,96.9,112.02,6,533598.056852261
Skoda Rapid,2010,585876,92496,Electric,Dealer,Automatic,Second Owner,33.5,2344,95.91,138.13,4,738427.1702235515
Maruti Swift,2019,1134531,189302,CNG,Trustmark Dealer,Manual,Second Owner,29.62,1313,194.87,142.3,7,1481234.3882367811
Skoda Rapid,2015,863867,111229,Electric,Trustmark Dealer,Manual,Fourth & Above Owner,26.44,1770,105.83,317.06,5,1141883.6713997887
Ford Ecosport,2010,477353,145312,LPG,Trustmark Dealer,Automatic,Fourth & Above Owner,14.4,2803,83.75,204.06,7,690089.439150302
Maruti Swift,2017,368454,123475,LPG,Trustmark Dealer,Automatic,First Owner,13.84,2813,145.39,205.51,4,454663.46627210977
Maruti Baleno,2015,186675,179876,Petrol,Trustmark Dealer,Manual,Fourth & Above Owner,33.54,1108,159.13,227.88,4,214981.8490993672
Tata Nexon,2018,893302,141618,Diesel,Individual,Automatic,Third Owner,34.7,1210,64.74,274.44,5,1171979.7475923926
Maruti Baleno,2018,993583,194261,CNG,Trustmark Dealer,Manual,Second Owner,19.64,1567,138.28,285.78,7,1245110.6164100177
Kia Seltos,2023,502413,76947,LPG,Individual,Automatic,Second Owner,21.59,1823,157.79,228.97,4,653023.3805836951
Mahindra XUV500,2012,194191,178165,Electric,Individual,Automatic,First Owner,23.99,2445,121.01,208.71,6,242936.15483364023
Kia Seltos,2023,547371,148663,CNG,Dealer,Automatic,First Owner,18.11,2101,111.88,279.28,6,767834.2096853924
Honda City,2022,320843,174350,LPG,Trustmark Dealer,Automatic,Second Owner,17.2,1454,144.58,201.63,5,389460.2990610869
Hyundai i20,2020,875074,19751,Petrol,Trustmark Dealer,Automatic,Fourth & Above Owner,22.22,2345,161.44,121.82,5,1001057.8649119406
Volkswagen Polo,2021,237661,106967,LPG,Trustmark Dealer,Manual,First Owner,31.0,1284,160.67,94.93,4,340435.5106915489
Ford Ecosport,2005,279249,46625,LPG,Dealer,Automatic,First Owner,16.68,1700,117.41,296.62,6,367368.9202614561
Ford Ecosport,2005,918424,196542,Electric,Individual,Manual,First Owner,29.96,1310,194.68,338.0,7,1114076.027024259
Toyota Innova,2012,344550,65873,LPG,Trustmark Dealer,Manual,Second Owner,33.71,1095,166.5,344.52,7,449608.1468647628
Honda City,2010,843187,168982,Electric,Trustmark Dealer,Automatic,First Owner,13.93,2392,129.15,274.66,5,1259435.613405174
Ford Ecosport,2022,1249216,85951,Diesel,Individual,Automatic,Fourth & Above Owner,28.2,1020,136.85,145.22,5,1669809.0850903443
Renault Duster,2006,710151,122609,LPG,Dealer,Automatic,Fourth & Above Owner,24.53,1567,168.91,272.78,6,935181.6211543937
Hyundai i20,2007,160646,61449,Petrol,Dealer,Manual,Second Owner,31.43,2603,176.09,342.94,4,181744.12162224337
Toyota Innova,2015,1249775,57941,Diesel,Dealer,Automatic,Second Owner,33.04,834,181.7,251.05,7,1376149.5277132436
Volkswagen Polo,2005,745176,145940,Petrol,Trustmark Dealer,Manual,Second Owner,19.59,2747,76.54,243.61,5,836785.491985258
